"DateTime";"Without Channels";"With Channels"
"2020-01-21 00:00:00";1;4996
"2020-01-22 00:00:00";1;4982
"2020-01-23 00:00:00";1;4993
"2020-01-24 00:00:00";1;4991
"2020-01-25 00:00:00";1;4990
"2020-01-26 00:00:00";1;4990
"2020-01-27 00:00:00";1;4992
"2020-01-28 00:00:00";1;4996
"2020-01-29 00:00:00";1;4997
"2020-01-30 00:00:00";1;5005
"2020-01-31 00:00:00";1;5023
"2020-02-01 00:00:00";1;5023
"2020-02-02 00:00:00";1;5033
"2020-02-03 00:00:00";1;5040
"2020-02-04 00:00:00";1;5043
"2020-02-05 00:00:00";1;5060
"2020-02-06 00:00:00";1;5072
"2020-02-07 00:00:00";1;5085
"2020-02-08 00:00:00";1;5089
"2020-02-09 00:00:00";1;5097
"2020-02-10 00:00:00";1;5112
"2020-02-11 00:00:00";1;5107
"2020-02-12 00:00:00";1;5092
"2020-02-13 00:00:00";1;5096
"2020-02-14 00:00:00";1;5115
"2020-02-15 00:00:00";1;5115
"2020-02-16 00:00:00";1;5118
"2020-02-17 00:00:00";1;5126
"2020-02-18 00:00:00";1;5125
"2020-02-19 00:00:00";1;5123
"2020-02-20 00:00:00";1;5128
"2020-02-21 00:00:00";1;5128
"2020-02-22 00:00:00";1;5131
"2020-02-23 00:00:00";1;5144
"2020-02-24 00:00:00";1;5145
"2020-02-25 00:00:00";1;5145
"2020-02-26 00:00:00";1;5146
"2020-02-27 00:00:00";1;5152
"2020-02-28 00:00:00";1;5163
"2020-02-29 00:00:00";1;5173
"2020-03-01 00:00:00";1;5175
"2020-03-02 00:00:00";1;5175
"2020-03-03 00:00:00";1;5184
"2020-03-04 00:00:00";1;5187
"2020-03-05 00:00:00";1;5191
"2020-03-06 00:00:00";1;5210
"2020-03-07 00:00:00";1;5211
"2020-03-08 00:00:00";1;5212
"2020-03-09 00:00:00";1;5216
"2020-03-10 00:00:00";1;5214
"2020-03-11 00:00:00";1;5218
"2020-03-12 00:00:00";1;5225
"2020-03-13 00:00:00";1;5221
"2020-03-14 00:00:00";1;5211
"2020-03-15 00:00:00";1;5206
"2020-03-16 00:00:00";1;5207
"2020-03-17 00:00:00";1;5228
"2020-03-18 00:00:00";1;5233
"2020-03-19 00:00:00";1;5228
"2020-03-20 00:00:00";1;5235
"2020-03-21 00:00:00";1;5256
"2020-03-22 00:00:00";1;5299
"2020-03-23 00:00:00";1;5306
"2020-03-24 00:00:00";1;5310
"2020-03-25 00:00:00";1;5314
"2020-03-26 00:00:00";1;5323
"2020-03-27 00:00:00";1;5326
"2020-03-28 00:00:00";1;5327
"2020-03-29 00:00:00";1;5333
"2020-03-30 00:00:00";1;5328
"2020-03-31 00:00:00";1;5332
"2020-04-01 00:00:00";1;5334
"2020-04-02 00:00:00";1;5335
"2020-04-03 00:00:00";1;5335
"2020-04-04 00:00:00";1;5343
"2020-04-05 00:00:00";1;5349
"2020-04-06 00:00:00";1;5349
"2020-04-07 00:00:00";1;5357
"2020-04-08 00:00:00";1;5360
"2020-04-09 00:00:00";1;5358
"2020-04-10 00:00:00";1;5356
"2020-04-11 00:00:00";1;5361
"2020-04-12 00:00:00";1;5368
"2020-04-13 00:00:00";1;5371
"2020-04-14 00:00:00";1;5372
"2020-04-15 00:00:00";1;5375
"2020-04-16 00:00:00";1;5386
"2020-04-17 00:00:00";1;5386
"2020-04-18 00:00:00";1;5390
"2020-04-19 00:00:00";1;5408
"2020-04-20 00:00:00";1;5479
"2020-04-21 00:00:00";1;5478
"2020-04-22 00:00:00";1;5491
"2020-04-23 00:00:00";1;5533
"2020-04-24 00:00:00";1;5544
"2020-04-25 00:00:00";1;5549
"2020-04-26 00:00:00";1;5551
"2020-04-27 00:00:00";1;5544
"2020-04-28 00:00:00";1;5549
"2020-04-29 00:00:00";1;5537
"2020-04-30 00:00:00";1;5535
"2020-05-01 00:00:00";1;5579
"2020-05-02 00:00:00";1;5583
"2020-05-03 00:00:00";1;5587
"2020-05-04 00:00:00";1;5576
"2020-05-05 00:00:00";1;5581
"2020-05-06 00:00:00";1;5584
"2020-05-07 00:00:00";1;5586
"2020-05-08 00:00:00";1;5593
"2020-05-09 00:00:00";1;5615
"2020-05-10 00:00:00";1;5611
"2020-05-11 00:00:00";1;5632
"2020-05-12 00:00:00";1;5641
"2020-05-13 00:00:00";1;5642
"2020-05-14 00:00:00";1;5635
"2020-05-15 00:00:00";1;5632
"2020-05-16 00:00:00";1;5609
"2020-05-17 00:00:00";1;5636
"2020-05-18 00:00:00";1;5688
"2020-05-19 00:00:00";1;5688
"2020-05-20 00:00:00";1;5697
"2020-05-21 00:00:00";1;5701
"2020-05-22 00:00:00";1;5691
"2020-05-23 00:00:00";1;5695
"2020-05-24 00:00:00";1;5702
"2020-05-25 00:00:00";1;5714
"2020-05-26 00:00:00";1;5720
"2020-05-27 00:00:00";1;5727
"2020-05-28 00:00:00";1;5726
"2020-05-29 00:00:00";1;5729
"2020-05-30 00:00:00";1;5739
"2020-05-31 00:00:00";1;5833
"2020-06-01 00:00:00";1;5839
"2020-06-02 00:00:00";1;5853
"2020-06-03 00:00:00";1;5851
"2020-06-04 00:00:00";1;5859
"2020-06-05 00:00:00";1;5865
"2020-06-06 00:00:00";1;5869
"2020-06-07 00:00:00";1;5888
"2020-06-08 00:00:00";1;5895
"2020-06-09 00:00:00";1;5903
"2020-06-10 00:00:00";1;5911
"2020-06-11 00:00:00";1;5916
"2020-06-12 00:00:00";1;5924
"2020-06-13 00:00:00";1;5929
"2020-06-14 00:00:00";1;5930
"2020-06-15 00:00:00";1;5933
"2020-06-16 00:00:00";1;5936
"2020-06-17 00:00:00";1;5936
"2020-06-18 00:00:00";1;5944
"2020-06-19 00:00:00";1;5944
"2020-06-20 00:00:00";1;5953
"2020-06-21 00:00:00";1;5955
"2020-06-22 00:00:00";1;5958
"2020-06-23 00:00:00";1;5953
"2020-06-24 00:00:00";1;5956
"2020-06-25 00:00:00";1;5962
"2020-06-26 00:00:00";1;5967
"2020-06-27 00:00:00";1;5967
"2020-06-28 00:00:00";1;5970
"2020-06-29 00:00:00";1;5969
"2020-06-30 00:00:00";1;5970
"2020-07-01 00:00:00";1;5978
"2020-07-02 00:00:00";1;5978
"2020-07-03 00:00:00";1;5992
"2020-07-04 00:00:00";1;6040
"2020-07-05 00:00:00";1;6040
"2020-07-06 00:00:00";1;6040
"2020-07-07 00:00:00";1;6040
"2020-07-08 00:00:00";1;6040
"2020-07-09 00:00:00";1;6040
"2020-07-10 00:00:00";1;6040
"2020-07-11 00:00:00";1;6040
"2020-07-12 00:00:00";1;6040
"2020-07-13 00:00:00";1;6040
"2020-07-14 00:00:00";1;6040
"2020-07-15 00:00:00";1;6040
"2020-07-16 00:00:00";1;6040
"2020-07-17 00:00:00";1;6040
"2020-07-18 00:00:00";1;6040
"2020-07-19 00:00:00";1;6040
"2020-07-20 00:00:00";1;6040
"2020-07-21 00:00:00";1;6040
"2020-07-22 00:00:00";1;6040
"2020-07-23 00:00:00";1;6040
"2020-07-24 00:00:00";1;6040
"2020-07-25 00:00:00";1;6040
"2020-07-26 00:00:00";1;6040
"2020-07-27 00:00:00";1;6040
"2020-07-28 00:00:00";1;6040
"2020-07-29 00:00:00";1;6040
"2020-07-30 00:00:00";1;6040
"2020-07-31 00:00:00";1;6040
"2020-08-01 00:00:00";1;6081
"2020-08-02 00:00:00";1;6086
"2020-08-03 00:00:00";1;6085
"2020-08-04 00:00:00";1;6025
"2020-08-05 00:00:00";1;6035
"2020-08-06 00:00:00";1;6039
"2020-08-07 00:00:00";1;6044
"2020-08-08 00:00:00";1;6046
"2020-08-09 00:00:00";1;6052
"2020-08-10 00:00:00";1;6054
"2020-08-11 00:00:00";1;6060
"2020-08-12 00:00:00";1;6073
"2020-08-13 00:00:00";1;6081
"2020-08-14 00:00:00";1;6081
"2020-08-15 00:00:00";1;6077
"2020-08-16 00:00:00";1;6078
"2020-08-17 00:00:00";1;6081
"2020-08-18 00:00:00";1;6081
"2020-08-19 00:00:00";1;6080
"2020-08-20 00:00:00";1;6058
"2020-08-21 00:00:00";1;6058
"2020-08-22 00:00:00";1;6059
"2020-08-23 00:00:00";1;6069
"2020-08-24 00:00:00";1;6079
"2020-08-25 00:00:00";1;6080
"2020-08-26 00:00:00";1;6099
"2020-08-27 00:00:00";1;6110
"2020-08-28 00:00:00";1;6116
"2020-08-29 00:00:00";1;6133
"2020-08-30 00:00:00";1;7613
"2020-08-31 00:00:00";1;7621
"2020-09-01 00:00:00";1;7627
"2020-09-02 00:00:00";1;7632
"2020-09-03 00:00:00";1;7631
"2020-09-04 00:00:00";1;7631
"2020-09-05 00:00:00";1;7624
"2020-09-06 00:00:00";1;7616
"2020-09-07 00:00:00";1;7627
"2020-09-08 00:00:00";1;7635
"2020-09-09 00:00:00";1;7630
"2020-09-10 00:00:00";1;7588
"2020-09-11 00:00:00";1;7590
"2020-09-12 00:00:00";1;7599
"2020-09-13 00:00:00";1;7601
"2020-09-14 00:00:00";1;7590
"2020-09-15 00:00:00";1;7600
"2020-09-16 00:00:00";1;7597
"2020-09-17 00:00:00";1;7606
"2020-09-18 00:00:00";1;7609
"2020-09-19 00:00:00";1;7617
"2020-09-20 00:00:00";1;7618
"2020-09-21 00:00:00";1;7615
"2020-09-22 00:00:00";1;7615
"2020-09-23 00:00:00";1;7615
"2020-09-24 00:00:00";1;7615
"2020-09-25 00:00:00";1;7615
"2020-09-26 00:00:00";1;7660
"2020-09-27 00:00:00";1;7660
"2020-09-28 00:00:00";1;7705
"2020-09-29 00:00:00";1;7705
"2020-09-30 00:00:00";1;7708
"2020-10-01 00:00:00";1;7715
"2020-10-02 00:00:00";1;7717
"2020-10-03 00:00:00";1;7717
"2020-10-04 00:00:00";1;7720
"2020-10-05 00:00:00";1;7720
"2020-10-06 00:00:00";1;7720
"2020-10-07 00:00:00";1;7662
"2020-10-08 00:00:00";1;7669
"2020-10-09 00:00:00";1;7667
"2020-10-10 00:00:00";1;7638
"2020-10-11 00:00:00";1;7637
"2020-10-12 00:00:00";1;7655
"2020-10-13 00:00:00";1;7652
"2020-10-14 00:00:00";1;7646
"2020-10-15 00:00:00";1;7663
"2020-10-16 00:00:00";1;7665
"2020-10-17 00:00:00";1;7670
"2020-10-18 00:00:00";1;7677
"2020-10-19 00:00:00";1;7672
"2020-10-20 00:00:00";1;7676
"2020-10-21 00:00:00";1;7674
"2020-10-22 00:00:00";1;7672
"2020-10-23 00:00:00";1;7644
"2020-10-24 00:00:00";1;7651
"2020-10-25 00:00:00";1;7653
"2020-10-26 00:00:00";1;7664
"2020-10-27 00:00:00";1;7664
"2020-10-28 00:00:00";1;7664
"2020-10-29 00:00:00";1;7664
"2020-10-30 00:00:00";1;7665
"2020-10-31 00:00:00";1;7657
"2020-11-01 00:00:00";1;7646
"2020-11-02 00:00:00";1;7642
"2020-11-03 00:00:00";1;7606
"2020-11-04 00:00:00";1;7607
"2020-11-05 00:00:00";1;7600
"2020-11-06 00:00:00";1;7596
"2020-11-07 00:00:00";1;7589
"2020-11-08 00:00:00";1;7622
"2020-11-09 00:00:00";1;7653
"2020-11-10 00:00:00";1;7675
"2020-11-11 00:00:00";1;7692
"2020-11-12 00:00:00";1;7712
"2020-11-13 00:00:00";1;7727
"2020-11-14 00:00:00";1;7729
"2020-11-15 00:00:00";1;7780
"2020-11-16 00:00:00";1;7801
"2020-11-17 00:00:00";1;7811
"2020-11-18 00:00:00";1;7839
"2020-11-19 00:00:00";1;7845
"2020-11-20 00:00:00";1;7889
"2020-11-21 00:00:00";1;7894
"2020-11-22 00:00:00";1;7910
"2020-11-23 00:00:00";1;7938
"2020-11-24 00:00:00";1;7946
"2020-11-25 00:00:00";1;7945
"2020-11-26 00:00:00";1;7946
"2020-11-27 00:00:00";1;7942
"2020-11-28 00:00:00";1;7949
"2020-11-29 00:00:00";1;7987
"2020-11-30 00:00:00";1;7994
"2020-12-01 00:00:00";1;7991
"2020-12-02 00:00:00";1;7987
"2020-12-03 00:00:00";1;7981
"2020-12-04 00:00:00";1;7991
"2020-12-05 00:00:00";1;7995
"2020-12-06 00:00:00";1;8001
"2020-12-07 00:00:00";1;8030
"2020-12-08 00:00:00";1;8025
"2020-12-09 00:00:00";1;8020
"2020-12-10 00:00:00";1;8023
"2020-12-11 00:00:00";1;8029
"2020-12-12 00:00:00";1;8038
"2020-12-13 00:00:00";1;8046
"2020-12-14 00:00:00";1;8066
"2020-12-15 00:00:00";1;8066
"2020-12-16 00:00:00";1;8070
"2020-12-17 00:00:00";1;8070
"2020-12-18 00:00:00";1;8077
"2020-12-19 00:00:00";1;8080
"2020-12-20 00:00:00";1;8088
"2020-12-21 00:00:00";1;8106
"2020-12-22 00:00:00";1;8115
"2020-12-23 00:00:00";1;8119
"2020-12-24 00:00:00";1;8126
"2020-12-25 00:00:00";1;8133
"2020-12-26 00:00:00";1;8138
"2020-12-27 00:00:00";1;8155
"2020-12-28 00:00:00";1;8181
"2020-12-29 00:00:00";1;8183
"2020-12-30 00:00:00";1;8249
"2020-12-31 00:00:00";1;8258
"2021-01-01 00:00:00";1;8268
"2021-01-02 00:00:00";1;8295
"2021-01-03 00:00:00";1;8288
"2021-01-04 00:00:00";1;8291
"2021-01-05 00:00:00";1;8306
"2021-01-06 00:00:00";1;8309
"2021-01-07 00:00:00";1;8322
"2021-01-08 00:00:00";1;8327
"2021-01-09 00:00:00";1;8330
"2021-01-10 00:00:00";1;8363
"2021-01-11 00:00:00";1;8373
"2021-01-12 00:00:00";1;8371
"2021-01-13 00:00:00";1;8378
"2021-01-14 00:00:00";1;8384
"2021-01-15 00:00:00";1;8389
"2021-01-16 00:00:00";1;8405
"2021-01-17 00:00:00";1;8440
"2021-01-18 00:00:00";1;8468
"2021-01-19 00:00:00";1;8481
"2021-01-20 00:00:00";1;8490
"2021-01-21 00:00:00";1;8506
"2021-01-22 00:00:00";1;8513
"2021-01-23 00:00:00";1;8524
"2021-01-24 00:00:00";1;8563
"2021-01-25 00:00:00";1;8589
"2021-01-26 00:00:00";1;8614
"2021-01-27 00:00:00";1;8626
"2021-01-28 00:00:00";1;8633
"2021-01-29 00:00:00";1;8635
"2021-01-30 00:00:00";1;8637
"2021-01-31 00:00:00";1;8652
"2021-02-01 00:00:00";1;8673
"2021-02-02 00:00:00";1;8694
"2021-02-03 00:00:00";1;8784
"2021-02-04 00:00:00";1;8788
"2021-02-05 00:00:00";1;8858
"2021-02-06 00:00:00";1;8866
"2021-02-07 00:00:00";1;8888
"2021-02-08 00:00:00";1;8912
"2021-02-09 00:00:00";1;8914
"2021-02-10 00:00:00";1;8924
"2021-02-11 00:00:00";1;8928
"2021-02-12 00:00:00";1;8933
"2021-02-13 00:00:00";1;8953
"2021-02-14 00:00:00";1;8979
"2021-02-15 00:00:00";1;9005
"2021-02-16 00:00:00";1;9011
"2021-02-17 00:00:00";1;9083
"2021-02-18 00:00:00";1;9138
"2021-02-19 00:00:00";1;8986
"2021-02-20 00:00:00";1;9125
"2021-02-21 00:00:00";1;9142
"2021-02-22 00:00:00";1;9157
"2021-02-23 00:00:00";1;9165
"2021-02-24 00:00:00";1;9180
"2021-02-25 00:00:00";1;9190
"2021-02-26 00:00:00";1;9212
"2021-02-27 00:00:00";1;9265
"2021-02-28 00:00:00";1;9284
"2021-03-01 00:00:00";1;9301
"2021-03-02 00:00:00";1;9302
"2021-03-03 00:00:00";1;9329
"2021-03-04 00:00:00";1;9349
"2021-03-05 00:00:00";1;9365
"2021-03-06 00:00:00";1;9391
"2021-03-07 00:00:00";1;9412
"2021-03-08 00:00:00";1;9438
"2021-03-09 00:00:00";1;9446
"2021-03-10 00:00:00";1;9457
"2021-03-11 00:00:00";1;9465
"2021-03-12 00:00:00";1;9484
"2021-03-13 00:00:00";1;9490
"2021-03-14 00:00:00";1;9510
"2021-03-15 00:00:00";1;9547
"2021-03-16 00:00:00";1;9682
"2021-03-17 00:00:00";1;9718
"2021-03-18 00:00:00";1;9725
"2021-03-19 00:00:00";1;9763
"2021-03-20 00:00:00";1;9793
"2021-03-21 00:00:00";1;9863
"2021-03-22 00:00:00";1;9904
"2021-03-23 00:00:00";1;9921
"2021-03-24 00:00:00";1;10084
"2021-03-25 00:00:00";1;10104
"2021-03-26 00:00:00";1;10105
"2021-03-27 00:00:00";1;10140
"2021-03-28 00:00:00";1;10173
"2021-03-29 00:00:00";1;10216
"2021-03-30 00:00:00";1;10260
"2021-03-31 00:00:00";1;10284
"2021-04-01 00:00:00";1;10319
"2021-04-02 00:00:00";1;10335
"2021-04-03 00:00:00";1;10348
"2021-04-04 00:00:00";1;10394
"2021-04-05 00:00:00";1;10439
"2021-04-06 00:00:00";1;10465
"2021-04-07 00:00:00";1;10497
"2021-04-08 00:00:00";1;10525
"2021-04-09 00:00:00";1;10547
"2021-04-10 00:00:00";1;10577
"2021-04-11 00:00:00";1;10619
"2021-04-12 00:00:00";1;10652
"2021-04-13 00:00:00";1;10658
"2021-04-14 00:00:00";1;10661
"2021-04-15 00:00:00";1;10679
"2021-04-16 00:00:00";1;10685
"2021-04-17 00:00:00";1;10697
"2021-04-18 00:00:00";1;10700
"2021-04-19 00:00:00";1;10701
"2021-04-20 00:00:00";1;10708
"2021-04-21 00:00:00";1;10716
"2021-04-22 00:00:00";1;10721
"2021-04-23 00:00:00";1;10727
"2021-04-24 00:00:00";1;10732
"2021-04-25 00:00:00";1;10777
"2021-04-26 00:00:00";1;10804
"2021-04-27 00:00:00";1;10819
"2021-04-28 00:00:00";1;10832
"2021-04-29 00:00:00";1;10838
"2021-04-30 00:00:00";1;10860
"2021-05-01 00:00:00";1;10882
"2021-05-02 00:00:00";1;10922
"2021-05-03 00:00:00";1;10970
"2021-05-04 00:00:00";1;10999
"2021-05-05 00:00:00";1;11020
"2021-05-06 00:00:00";1;11060
"2021-05-07 00:00:00";1;11095
"2021-05-08 00:00:00";1;11129
"2021-05-09 00:00:00";1;11153
"2021-05-10 00:00:00";1;11179
"2021-05-11 00:00:00";1;11208
"2021-05-12 00:00:00";1;11249
"2021-05-13 00:00:00";1;11276
"2021-05-14 00:00:00";1;11294
"2021-05-15 00:00:00";1;11314
"2021-05-16 00:00:00";1;11349
"2021-05-17 00:00:00";1;11367
"2021-05-18 00:00:00";1;11384
"2021-05-19 00:00:00";1;11389
"2021-05-20 00:00:00";1;11399
"2021-05-21 00:00:00";1;11411
"2021-05-22 00:00:00";1;11426
"2021-05-23 00:00:00";1;11454
"2021-05-24 00:00:00";1;11469
"2021-05-25 00:00:00";1;11498
"2021-05-26 00:00:00";1;11522
"2021-05-27 00:00:00";1;11553
"2021-05-28 00:00:00";1;11572
"2021-05-29 00:00:00";1;11600
"2021-05-30 00:00:00";1;11629
"2021-05-31 00:00:00";1;11669
"2021-06-01 00:00:00";1;11704
"2021-06-02 00:00:00";1;11707
"2021-06-03 00:00:00";1;11710
"2021-06-04 00:00:00";1;11737
"2021-06-05 00:00:00";1;11765
"2021-06-06 00:00:00";1;11791
"2021-06-07 00:00:00";1;11819
"2021-06-08 00:00:00";1;11841
"2021-06-09 00:00:00";1;11865
"2021-06-10 00:00:00";1;11879
"2021-06-11 00:00:00";1;11901
"2021-06-12 00:00:00";1;11931
"2021-06-13 00:00:00";1;11975
"2021-06-14 00:00:00";1;12031
"2021-06-15 00:00:00";1;12068
"2021-06-16 00:00:00";1;12099
"2021-06-17 00:00:00";1;12127
"2021-06-18 00:00:00";1;12172
"2021-06-19 00:00:00";1;12226
"2021-06-20 00:00:00";1;12272
"2021-06-21 00:00:00";1;12288
"2021-06-22 00:00:00";1;12295
"2021-06-23 00:00:00";1;12316
"2021-06-24 00:00:00";1;12325
"2021-06-25 00:00:00";1;12359
"2021-06-26 00:00:00";1;12385
"2021-06-27 00:00:00";1;12418
"2021-06-28 00:00:00";1;12433
"2021-06-29 00:00:00";1;12456
"2021-06-30 00:00:00";1;12477
"2021-07-01 00:00:00";1;12501
"2021-07-02 00:00:00";1;12536
"2021-07-03 00:00:00";1;12570
"2021-07-04 00:00:00";1;12608
"2021-07-05 00:00:00";1;12659
"2021-07-06 00:00:00";1;12608
"2021-07-07 00:00:00";1;12641
"2021-07-08 00:00:00";1;12679
"2021-07-09 00:00:00";1;12709
"2021-07-10 00:00:00";1;12755
"2021-07-11 00:00:00";1;12787
"2021-07-12 00:00:00";1;12807
"2021-07-13 00:00:00";1;12838
"2021-07-14 00:00:00";1;12887
"2021-07-15 00:00:00";1;12919
"2021-07-16 00:00:00";1;12958
"2021-07-17 00:00:00";1;13033
"2021-07-18 00:00:00";1;13133
"2021-07-19 00:00:00";1;13160
"2021-07-20 00:00:00";1;13216
"2021-07-21 00:00:00";1;13252
"2021-07-22 00:00:00";1;13278
"2021-07-23 00:00:00";1;13285
"2021-07-24 00:00:00";1;13330
"2021-07-25 00:00:00";1;13362
"2021-07-26 00:00:00";1;13391
"2021-07-27 00:00:00";1;13499
"2021-07-28 00:00:00";1;13599
"2021-07-29 00:00:00";1;13608
"2021-07-30 00:00:00";1;13646
"2021-07-31 00:00:00";1;13684
"2021-08-01 00:00:00";1;13676
"2021-08-02 00:00:00";1;13713
"2021-08-03 00:00:00";1;13750
"2021-08-04 00:00:00";1;13785
"2021-08-05 00:00:00";1;13816
"2021-08-06 00:00:00";1;13841
"2021-08-07 00:00:00";1;13949
"2021-08-08 00:00:00";1;13983
"2021-08-09 00:00:00";1;14016
"2021-08-10 00:00:00";1;14048
"2021-08-11 00:00:00";1;14104
"2021-08-12 00:00:00";1;14151
"2021-08-13 00:00:00";1;14223
"2021-08-14 00:00:00";1;14278
"2021-08-15 00:00:00";1;14322
"2021-08-16 00:00:00";1;14351
"2021-08-17 00:00:00";1;14424
"2021-08-18 00:00:00";1;14476
"2021-08-19 00:00:00";1;14584
"2021-08-20 00:00:00";1;14659
"2021-08-21 00:00:00";1;14708
"2021-08-22 00:00:00";1;14743
"2021-08-23 00:00:00";1;14787
"2021-08-24 00:00:00";1;14827
"2021-08-25 00:00:00";1;14909
"2021-08-26 00:00:00";1;14990
"2021-08-27 00:00:00";1;15058
"2021-08-28 00:00:00";1;15090
"2021-08-29 00:00:00";1;15133
"2021-08-30 00:00:00";1;15161
"2021-08-31 00:00:00";1;15203
"2021-09-01 00:00:00";1;15235
"2021-09-02 00:00:00";1;15273
"2021-09-03 00:00:00";1;15315
"2021-09-04 00:00:00";1;15344
"2021-09-05 00:00:00";1;15381
"2021-09-06 00:00:00";1;15413
"2021-09-07 00:00:00";1;15411
"2021-09-08 00:00:00";1;15420
"2021-09-09 00:00:00";1;15457
"2021-09-10 00:00:00";1;15503
"2021-09-11 00:00:00";1;15524
"2021-09-12 00:00:00";1;15557
"2021-09-13 00:00:00";1;15605
"2021-09-14 00:00:00";1;15656
"2021-09-15 00:00:00";1;15689
"2021-09-16 00:00:00";1;15773
"2021-09-17 00:00:00";1;15812
"2021-09-18 00:00:00";1;15834
"2021-09-19 00:00:00";1;15872
"2021-09-20 00:00:00";1;15885
"2021-09-21 00:00:00";1;15895
"2021-09-22 00:00:00";1;15904
"2021-09-23 00:00:00";1;15928
"2021-09-24 00:00:00";1;15958
"2021-09-25 00:00:00";1;15972
"2021-09-26 00:00:00";1;15996
"2021-09-27 00:00:00";1;16010
"2021-09-28 00:00:00";1;16034
"2021-09-29 00:00:00";1;16059
"2021-09-30 00:00:00";1;16041
"2021-10-01 00:00:00";1;16063
"2021-10-02 00:00:00";1;16072
"2021-10-03 00:00:00";1;16098
"2021-10-04 00:00:00";1;16116
"2021-10-05 00:00:00";1;16151
"2021-10-06 00:00:00";1;16167
"2021-10-07 00:00:00";1;16188
"2021-10-08 00:00:00";1;16244
"2021-10-09 00:00:00";1;16296
"2021-10-10 00:00:00";1;16353
"2021-10-11 00:00:00";1;16378
"2021-10-12 00:00:00";1;16399
"2021-10-13 00:00:00";1;16424
"2021-10-14 00:00:00";1;16454
"2021-10-15 00:00:00";1;16489
"2021-10-16 00:00:00";1;16581
"2021-10-17 00:00:00";1;17008
"2021-10-18 00:00:00";1;17447
"2021-10-27 00:00:00";1;17680
"2021-10-28 00:00:00";1;17713
"2021-10-29 00:00:00";1;17738
"2021-10-30 00:00:00";1;17745
"2021-10-31 00:00:00";1;17759
"2021-11-01 00:00:00";1;17784
"2021-11-02 00:00:00";1;17797
"2021-11-03 00:00:00";1;17822
"2021-11-04 00:00:00";1;17831
"2021-11-05 00:00:00";1;17868
"2021-11-06 00:00:00";1;17902
"2021-11-07 00:00:00";1;17911
"2021-11-08 00:00:00";1;17939
"2021-11-09 00:00:00";1;17943
"2021-11-10 00:00:00";1;17964
"2021-11-11 00:00:00";1;17976
"2021-11-12 00:00:00";1;17989
"2021-11-13 00:00:00";1;17995
"2021-11-14 00:00:00";1;18017
"2021-11-15 00:00:00";1;18037
"2021-11-16 00:00:00";1;18048
"2021-11-17 00:00:00";1;18069
"2021-11-18 00:00:00";1;18091
"2021-11-19 00:00:00";1;18111
"2021-11-20 00:00:00";1;18119
"2021-11-21 00:00:00";1;18139
"2021-11-22 00:00:00";1;18161
"2021-11-23 00:00:00";1;18183
"2021-11-24 00:00:00";1;18271
"2021-11-25 00:00:00";1;18716
"2021-11-26 00:00:00";1;18727
"2021-11-27 00:00:00";1;18762
"2021-11-28 00:00:00";1;18764
"2021-11-29 00:00:00";1;18777
"2021-11-30 00:00:00";1;18790
"2021-12-01 00:00:00";1;18793
"2021-12-02 00:00:00";1;18809
"2021-12-03 00:00:00";1;18867
"2021-12-04 00:00:00";1;18888
"2021-12-05 00:00:00";1;18904
"2021-12-06 00:00:00";1;18926
"2021-12-07 00:00:00";1;18948
"2021-12-08 00:00:00";1;18958
"2021-12-09 00:00:00";1;18956
"2021-12-10 00:00:00";1;18978
"2021-12-11 00:00:00";1;19012
"2021-12-12 00:00:00";1;19015
"2021-12-13 00:00:00";1;19037
"2021-12-14 00:00:00";1;19052
"2021-12-15 00:00:00";1;19072
"2021-12-16 00:00:00";1;19092
"2021-12-17 00:00:00";1;19114
"2021-12-18 00:00:00";1;19114
"2021-12-19 00:00:00";1;19120
"2021-12-20 00:00:00";1;19112
"2021-12-21 00:00:00";1;19120
"2021-12-22 00:00:00";1;19147
"2021-12-23 00:00:00";1;19165
"2021-12-24 00:00:00";1;19172
"2021-12-25 00:00:00";1;19170
"2021-12-26 00:00:00";1;19175
"2021-12-27 00:00:00";1;19169
"2021-12-28 00:00:00";1;19156
"2021-12-29 00:00:00";1;19148
"2021-12-30 00:00:00";1;19172
"2021-12-31 00:00:00";1;19182
"2022-01-01 00:00:00";1;19190
"2022-01-02 00:00:00";1;19205
"2022-01-03 00:00:00";1;19197
"2022-01-04 00:00:00";1;19199
"2022-01-05 00:00:00";1;19201
"2022-01-06 00:00:00";1;19195
"2022-01-07 00:00:00";1;19179
"2022-01-08 00:00:00";1;19197
"2022-01-09 00:00:00";1;19213
"2022-01-10 00:00:00";1;19268
"2022-01-11 00:00:00";1;19278
"2022-01-12 00:00:00";1;19291
"2022-01-13 00:00:00";1;19373
"2022-01-14 00:00:00";1;19396
"2022-01-15 00:00:00";1;19411
"2022-01-16 00:00:00";1;19347
"2022-01-17 00:00:00";1;19374
"2022-01-18 00:00:00";1;19398
"2022-01-19 00:00:00";1;19404
"2022-01-20 00:00:00";1;19488
"2022-01-21 00:00:00";1;19570
"2022-01-22 00:00:00";1;19585
"2022-01-23 00:00:00";1;19599
"2022-01-24 00:00:00";1;19637
"2022-01-25 00:00:00";1;19774
"2022-01-26 00:00:00";1;19877
"2022-01-27 00:00:00";1;19872
"2022-01-28 00:00:00";1;19874
"2022-01-29 00:00:00";1;20275
"2022-01-30 00:00:00";1;20293
"2022-01-31 00:00:00";1;20317
"2022-02-01 00:00:00";1;20342
