"DateTime";"BTC";"USD"
"2018-08-20 00:00:00";82,20523425;532537,0162042951
"2018-08-21 00:00:00";81,21153609;523323,07798715547
"2018-08-22 00:00:00";82,45121799;550131,0166728781
"2018-08-23 00:00:00";82,53607029;532220,6434938186
"2018-08-24 00:00:00";83,42261641;546733,4749755298
"2018-08-25 00:00:00";84,06149203;565906,1674205615
"2018-08-26 00:00:00";84,80284528;568569,156464288
"2018-08-27 00:00:00";84,25824817;567750,6129840574
"2018-08-28 00:00:00";84,55305717;593965,7794161009
"2018-08-29 00:00:00";89,04068507;628905,933938469
"2018-08-30 00:00:00";91,68814205;636648,5337826415
"2018-08-31 00:00:00";91,59350143;639136,7051734972
"2018-09-01 00:00:00";93,04467081;657789,535205084
"2018-09-02 00:00:00";94,21097659;683290,5446826543
"2018-09-03 00:00:00";96,21834237;699081,1017732009
"2018-09-04 00:00:00";98,16993399;721805,2383542139
"2018-09-05 00:00:00";97,36546109;685272,7199705835
"2018-09-06 00:00:00";99,23536342;641012,8147187585
"2018-09-07 00:00:00";100,93124817;654400,8685724571
"2018-09-08 00:00:00";108,05413018;700632,7049588362
"2018-09-09 00:00:00";108,05413018;691676,098108216
"2018-09-10 00:00:00";111,37082562;704422,6994630125
"2018-09-11 00:00:00";112,08730573;709869,0829031214
"2018-09-12 00:00:00";112,35012621;708742,7951755914
"2018-09-13 00:00:00";112,54934894;727993,9498006868
"2018-09-14 00:00:00";112,54996856;732852,237783156
"2018-09-15 00:00:00";111,99936927;731402,9210681934
"2018-09-16 00:00:00";111,36531852;724201,9844164487
"2018-09-17 00:00:00";111,09242237;719491,1844035287
"2018-09-18 00:00:00";110,38183765;696235,648614128
"2018-09-19 00:00:00";107,51290219;683312,2265458298
"2018-09-20 00:00:00";107,15508501;688490,7091045518
"2018-09-21 00:00:00";106,33998859;713291,4244657134
"2018-09-22 00:00:00";107,33505752;720601,4221145464
"2018-09-23 00:00:00";107,41283322;720907,6749260232
"2018-09-24 00:00:00";107,80900268;715093,8805063596
"2018-09-25 00:00:00";107,96253611;694748,6364960999
"2018-09-26 00:00:00";108,2961399;703255,639205418
"2018-09-27 00:00:00";108,22656427;705338,4937230147
"2018-09-28 00:00:00";109,73578858;731581,0685157151
"2018-09-29 00:00:00";109,62275143;720789,3227475074
"2018-09-30 00:00:00";109,3465865;721648,10612886
"2018-10-01 00:00:00";109,95622382;725983,7686470735
"2018-10-02 00:00:00";110,34292539;725538,940746121
"2018-10-03 00:00:00";110,10055719;714777,2212997676
"2018-10-04 00:00:00";109,80759444;722765,6654394683
"2018-10-05 00:00:00";110,06433229;723718,1111829889
"2018-10-06 00:00:00";110,06433229;726278,2075520543
"2018-10-07 00:00:00";110,06433229;724842,9686589927
"2018-10-08 00:00:00";110,06433229;730577,3203713016
"2018-10-09 00:00:00";110,06433229;730247,1273744316
"2018-10-10 00:00:00";110,06433229;723511,1902382836
"2018-10-11 00:00:00";110,06433229;692038,2944199581
"2018-10-12 00:00:00";110,09712845;692601,2175958289
"2018-10-13 00:00:00";110,95019744;696959,1837647711
"2018-10-14 00:00:00";111,54342434;704667,7752282462
"2018-10-15 00:00:00";111,52544536;737025,9429516424
"2018-10-16 00:00:00";111,00835215;731620,526347962
"2018-10-17 00:00:00";110,53337639;724069,883384209
"2018-10-18 00:00:00";110,51957988;722697,4795975091
"2018-10-19 00:00:00";110,8292893;716657,6499863759
"2018-10-20 00:00:00";112,13355045;726092,7725513625
"2018-10-21 00:00:00";112,48931013;733417,9282234858
"2018-10-22 00:00:00";112,50968905;729899,857130532
"2018-10-23 00:00:00";112,00522014;724908,9852680941
"2018-10-24 00:00:00";111,68870289;725658,2559817635
"2018-10-25 00:00:00";111,94314135;725117,2952516925
"2018-10-26 00:00:00";111,1944118;719729,181201978
"2018-10-27 00:00:00";111,10932;720116,169318
"2018-10-28 00:00:00";111,15831937;720050,245383049
"2018-10-29 00:00:00";111,26875715;713475,299222087
"2018-10-30 00:00:00";109,49724798;693646,4514211434
"2018-10-31 00:00:00";108,15875955;684478,383461793
"2018-11-01 00:00:00";108,00322932;689923,5488638668
"2018-11-02 00:00:00";107,29193224;683518,2752054336
"2018-11-03 00:00:00";107,29645107;683005,2159666814
"2018-11-04 00:00:00";107,81238376;685168,1831477144
"2018-11-05 00:00:00";107,94322524;694539,094161732
"2018-11-06 00:00:00";107,1553145;689380,501176315
"2018-11-07 00:00:00";107,52497661;702287,5569807879
"2018-11-08 00:00:00";109,66337589;711081,4552134558
"2018-11-09 00:00:00";109,62402568;702223,0062594032
"2018-11-10 00:00:00";109,49101367;701907,4718734488
"2018-11-11 00:00:00";109,5470917;700415,6220859579
"2018-11-12 00:00:00";111,72549698;715588,4010972624
"2018-11-13 00:00:00";113,27790958;721308,417041608
"2018-11-14 00:00:00";123,33691355;775292,1384678936
"2018-11-15 00:00:00";134,37726141;752595,9777980741
"2018-11-16 00:00:00";145,17137904;812971,3363343232
"2018-11-17 00:00:00";281,53271215;1560842,6941036936
"2018-11-18 00:00:00";332,07603344;1860595,4492816448
"2018-11-19 00:00:00";336,82158287;1787555,927096863
"2018-11-20 00:00:00";343,94291295;1581071,1765398548
"2018-11-21 00:00:00";343,94291295;1550329,5589803841
"2018-11-22 00:00:00";439,76746129;1985224,6598029956
"2018-11-23 00:00:00";443,22574539;1907803,1694269
"2018-11-24 00:00:00";446,97189801;1930176,6260525035
"2018-11-25 00:00:00";449,53163174;1713007,712490031
"2018-11-26 00:00:00";450,39903202;1788412,9484127746
"2018-11-27 00:00:00";453,85978629;1700953,0140683474
"2018-11-28 00:00:00";453,31027615;1838544,884214693
"2018-11-29 00:00:00";453,42700736;1928257,294309357
"2018-11-30 00:00:00";451,45740114;1826357,3725898357
"2018-12-01 00:00:00";450,01790251;1877591,6939263728
"2018-12-02 00:00:00";453,04687398;1886826,9684082048
"2018-12-03 00:00:00";454,99950558;1823992,9179789925
"2018-12-04 00:00:00";454,95481478;1805943,13726921
"2018-12-05 00:00:00";455,64167927;1768181,3262423328
"2018-12-06 00:00:00";455,19101042;1714071,8207476563
"2018-12-07 00:00:00";455,19981402;1556756,0519595589
"2018-12-08 00:00:00";455,13577637;1563204,7861626383
"2018-12-09 00:00:00";456,75440543;1603623,6095682413
"2018-12-10 00:00:00";458,53961143;1630021,196107478
"2018-12-11 00:00:00";461,10919135;1584352,737110946
"2018-12-12 00:00:00";463,70048574;1613019,235685449
"2018-12-13 00:00:00";464,68556015;1591678,1554705922
"2018-12-14 00:00:00";465,57806624;1537092,0183493728
"2018-12-15 00:00:00";470,29382122;1521645,0644337344
"2018-12-16 00:00:00";475,6774194;1557891,11627694
"2018-12-17 00:00:00";477,54513837;1611624,1084224598
"2018-12-18 00:00:00";480,27139514;1704867,398467972
"2018-12-19 00:00:00";487,92827598;1844744,5879769046
"2018-12-20 00:00:00";491,38156553;2001382,374956724
"2018-12-21 00:00:00";493,51498864;1998276,7350525649
"2018-12-22 00:00:00";495,43161173;1933461,4993052634
"2018-12-23 00:00:00";496,79832068;2002698,3583084228
"2018-12-24 00:00:00";500,66013376;2098181,5083654206
"2018-12-25 00:00:00";504,32083541;1925239,7459693206
"2018-12-26 00:00:00";504,32083541;1927816,825438266
"2018-12-27 00:00:00";504,32083541;1914855,779968229
"2018-12-28 00:00:00";504,32083541;1851755,15704173
"2018-12-29 00:00:00";504,32083541;1980331,7540295091
"2018-12-30 00:00:00";504,32083541;1947999,745271374
"2018-12-31 00:00:00";504,32083541;1919535,8773208335
"2019-01-01 00:00:00";525,80296584;1971498,2204170797
"2019-01-02 00:00:00";532,64240786;2050140,6278531402
